Rceipt;tangga;Net;Cust
JWVHAACFg014245;07/05/2024;14000;6B8000004387
JWVHAACFg014251;07/05/2024;33000;6B8000009367
JWVHAACFg014258;07/05/2024;29000;6B83A3A667B8B
JWVHAACFg014263;07/05/2024;16000;6B8A348A56888
JWVHAACFg014268;07/05/2024;13000;6B800000776B
JWVHAACFg014279;07/05/2024;11000;6B8000009094
JWVHAACFg014304;07/05/2024;13000;6B878A60B40B0
JWVHAACFg014305;07/05/2024;16000;6B895A95AB440
JWVHAACFg014307;07/05/2024;49000;6B8000008375
JWVHAACFg014331;07/05/2024;12000;6B8A35A850888
JWVHAACFh014349;08/05/2024;25000;6B8BB554537BA
JWVHAACFh014351;08/05/2024;13000;6B8000007064
JWVHAACFh014352;08/05/2024;15000;6B8000007064
JWVHAACFh014357;08/05/2024;26000;6B8AA5AAA760
JWVHAACFh014358;08/05/2024;77000;6B8B353A0A434
JWVHAACFh014359;08/05/2024;13000;6B80000098A0
JWVHAACFh014381;08/05/2024;16000;6B8AB540364A8
JWVHAACFh014404;08/05/2024;42000;6B896A7353094
JWVHAACFh014409;08/05/2024;13000;6B878A60B40B0
JWVHAACFh014411;08/05/2024;28000;6B8BB5A834488
JWVHAACFh014432;08/05/2024;62000;6B8A35B393767
JWVHAACFh014440;08/05/2024;11000;6B800000BA5A
JWVHAACFh014442;08/05/2024;13000;6B80000043B4
JWVHAACFh014481;08/05/2024;35000;6B83AB8509589
JWVHAACFh014489;08/05/2024;28000;6B80000096B3
JWVHAACFh014493;08/05/2024;14000;6B8000009B77
JWVHAACFh014501;08/05/2024;11000;6B8BA530A50A5
JWVHAACFi014505;09/05/2024;15000;6B800000BB94
JWVHAACFi014512;09/05/2024;10000;6B8BBA6045070
JWVHAACFi014522;09/05/2024;26000;6B8A349097849
JWVHAACFi014535;09/05/2024;12000;6B80000096B3
JWVHAACFi014541;09/05/2024;23000;6B859A06596A6A
JWVHAACFi014555;09/05/2024;24000;6B8BB556B078B
JWVHAACFi014556;09/05/2024;15000;6B896A6636A67
JWVHAACFi014562;09/05/2024;52000;6B800000B548
JWVHAACFi014563;09/05/2024;13000;6B8539A873A89
JWVHAACFi014564;09/05/2024;15000;6B800000B548
JWVHAACFi014569;09/05/2024;22000;6B8A35AAB4760
JWVHAACFi014588;09/05/2024;12000;6B85348484B4A
JWVHAACFi014601;09/05/2024;25000;6B800000B077
JWVHAACFi014620;09/05/2024;27000;6B8575AA95668
JWVHAACFi014626;09/05/2024;13000;6B878A60B40B0
JWVHAACFi014638;09/05/2024;13000;6B8A55396938A
JWVHAACFj014656;10/05/2024;26000;6B8000003645
JWVHAACFj014665;10/05/2024;13000;6B800000A708
JWVHAACFj014667;10/05/2024;26000;6B8AB56744765
JWVHAACFj014681;10/05/2024;13000;6B878A60B40B0
JWVHAACFj014688;10/05/2024;67000;6B8B353A0A434
JWVHAACFj014701;10/05/2024;11000;6B8000000B33
JWVHAACFj014746;10/05/2024;14000;6B8000007475
JWVHAACFj014748;10/05/2024;34000;6B8BB85530684
JWVHAACFj014751;10/05/2024;15000;6B8BB554537BA
JWVHAACFj014764;10/05/2024;21000;6B8000004350
JWVHAACFj014794;10/05/2024;25000;6B8BB5AB77658
JWVHAACFk014808;11/05/2024;42000;6B8AB50456305
JWVHAACFk014810;11/05/2024;41000;6B8AA50A3AB
JWVHAACFk014812;11/05/2024;28000;6B800000B779
JWVHAACFk014818;11/05/2024;24000;6B8386B344466
JWVHAACFk014821;11/05/2024;25000;6B878A4986009
JWVHAACFk014835;11/05/2024;25000;6B853464665B3
JWVHAACFk014840;11/05/2024;13000;6B80000096A5
JWVHAACFk014858;11/05/2024;13000;6B8539A873A89
JWVHAACFk014871;11/05/2024;15000;6B80000045B6
JWVHAACFk014879;11/05/2024;13000;6B878A60B40B0
JWVHAACFk014894;11/05/2024;11000;6B8A808A858A7
JWVHAACFk014908;11/05/2024;36000;6B85705898764
JWVHAACFk014928;11/05/2024;12000;6B8AB5A839788
JWVHAACFk014931;11/05/2024;25000;6B8000004835
JWVHAACFk014937;11/05/2024;46000;6B8A348705B00
JWVHAACFk014940;11/05/2024;15000;6B800000AB89
JWVHAACFk014942;11/05/2024;52000;6B08BA53BA303A
JWVHAACFk014945;11/05/2024;79000;6B800000504B
JWVHAACFk014957;11/05/2024;30000;6B80000037B0
JWVHAACFk014958;11/05/2024;17000;6B8000007497
JWVHAACFk014960;11/05/2024;14000;6B85559B96B8B
JWVHAACFk014967;11/05/2024;13000;6B8000000A53
JWVHAACFl014975;12/05/2024;50000;6B8BA53045A57
JWVHAACFl014986;12/05/2024;91000;6B8B35738A73A
JWVHAACFl015002;12/05/2024;33000;6B8966A0986B9
JWVHAACFl015008;12/05/2024;32000;6B80000009B5
JWVHAACFl015009;12/05/2024;12000;6B8A34870544A
JWVHAACFl015025;12/05/2024;14000;6B85345980500
JWVHAACFl015028;12/05/2024;10000;6B8BBA6045070
JWVHAACFl015047;12/05/2024;45000;6B83A40A90574
JWVHAACFl015065;12/05/2024;12000;6B878A4986009
JWVHAACFl015072;12/05/2024;22000;6B8575BB606A9
JWVHAACFl015075;12/05/2024;14000;6B8000005969
JWVHAACFl015083;12/05/2024;13000;6B878A4986009
JWVHAACFl015087;12/05/2024;22000;6B80000043B4
JWVHAACFm015092;13/05/2024;12000;6B8000005557
JWVHAACFm015093;13/05/2024;12000;6B8A5454B4B54
JWVHAACFm015100;13/05/2024;13000;6B8539A873A89
JWVHAACFm015102;13/05/2024;25000;6B8874496595A
JWVHAACFm015104;13/05/2024;37000;6B8AA5AA0455
JWVHAACFm015107;13/05/2024;11000;6B8BB558A66B3
JWVHAACFm015119;13/05/2024;15000;6B87806939508
JWVHAACFm015120;13/05/2024;11000;6B8000007949
JWVHAACFm015130;13/05/2024;32000;6B83A50B38493
JWVHAACFm015134;13/05/2024;11000;6B8000009A84
JWVHAACFm015142;13/05/2024;14000;6B800000B077
JWVHAACFm015166;13/05/2024;16000;6B8AB50A6587A
JWVHAACFm015170;13/05/2024;23000;6B8A348B0BBB3
JWVHAACFm015172;13/05/2024;13000;6B8953895780B0
JWVHAACFm015173;13/05/2024;27000;6B87877B38007
JWVHAACFm015174;13/05/2024;13000;6B878A4A86000
JWVHAACFm015175;13/05/2024;13000;6B85705898764
JWVHAACFm015178;13/05/2024;34000;6B83A4A3AA794
JWVHAACFm015203;13/05/2024;11000;6B80000083BA
JWVHAACFm015209;13/05/2024;39000;6B8AB56744765
JWVHAACFm015227;13/05/2024;11000;6B878A43A3A6A
JWVHAACFm015228;13/05/2024;40000;6B8386B49B934
JWVHAACFm015229;13/05/2024;37000;6B8000006066
JWVHAACFn015233;14/05/2024;16000;6B8A348394979
JWVHAACFn015244;14/05/2024;24000;6B895340566849
JWVHAACFn015249;14/05/2024;13000;6B8000007BA0
JWVHAACFn015256;14/05/2024;37000;6B8000007949
JWVHAACFn015257;14/05/2024;13000;6B8AB47B59635
JWVHAACFn015261;14/05/2024;13000;6B8000009478
JWVHAACFn015266;14/05/2024;13000;6B800000A708
JWVHAACFn015274;14/05/2024;15000;6B8000003430
JWVHAACFn015287;14/05/2024;13000;6B878A60B40B0
JWVHAACFn015313;14/05/2024;28000;6B8A5456B833B
JWVHAACFn015316;14/05/2024;33000;6B80000065AB
JWVHAACFn015327;14/05/2024;28000;6B8000004647
JWVHAACFn015334;14/05/2024;39000;6B80000033AA
JWVHAACFn015339;14/05/2024;27000;6B800000074A
JWVHAACFn015348;14/05/2024;29000;6B85A55AA0A73
JWVHAACFn015364;14/05/2024;11000;6B8BA530A50A5
JWVHAACFo015385;15/05/2024;22000;6B85954B80633
JWVHAACFo015411;15/05/2024;44000;6B8A346B70A30
JWVHAACFo015417;15/05/2024;12000;6B8BA9AB39494
JWVHAACFo015419;15/05/2024;22000;6B8BA9AB39494
JWVHAACFo015444;15/05/2024;13000;6B853A907A476
JWVHAACFo015447;15/05/2024;13000;6B853A907A476
JWVHAACFo015451;15/05/2024;15000;6B8000003509
JWVHAACFo015455;15/05/2024;32000;6B85348488809
JWVHAACFo015458;15/05/2024;16000;6B800000BB03
JWVHAACFo015461;15/05/2024;15000;6B85BBB7B4893
JWVHAACFo015465;15/05/2024;13000;6B8000003738
JWVHAACFo015467;15/05/2024;13000;6B8000004B8B
JWVHAACFo015474;15/05/2024;22000;6B853479766AA
JWVHAACFo015478;15/05/2024;29000;6B8AB54340875
JWVHAACFo015501;15/05/2024;27000;6B800000A745
JWVHAACFo015507;15/05/2024;12000;6B8A34836BB53
JWVHAACFo015512;15/05/2024;29000;6B857543A7637
JWVHAACFo015517;15/05/2024;42000;6B8B35006A43B
JWVHAACFo015535;15/05/2024;13000;6B8000007370
JWVHAACFo015536;15/05/2024;11000;6B8A34533389A
JWVHAACFp015542;16/05/2024;11000;6B800000A634
JWVHAACFp015550;16/05/2024;25000;6B8A350B70077
JWVHAACFp015552;16/05/2024;46000;6B8ABA6490078
JWVHAACFp015561;16/05/2024;15000;6B800000A845
JWVHAACFp015562;16/05/2024;11000;6B87846344B98
JWVHAACFp015585;16/05/2024;38000;6B85B306A7577
JWVHAACFp015609;16/05/2024;22000;6B80000043B9
JWVHAACFp015624;16/05/2024;13000;6B8575A4A0550
JWVHAACFp015625;16/05/2024;32000;6B8AB579657B9
JWVHAACFp015626;16/05/2024;11000;6B858495BB3A4
JWVHAACFp015638;16/05/2024;13000;6B878A60B40B0
JWVHAACFp015648;16/05/2024;15000;6B8BB55574739
JWVHAACFp015651;16/05/2024;23000;6B89833A6A57
JWVHAACFp015665;16/05/2024;25000;6B8BA5B088889
JWVHAACFq015677;17/05/2024;16000;6B8000007475
JWVHAACFq015682;17/05/2024;14000;6B8000005B67
JWVHAACFq015683;17/05/2024;23000;6B800000074A
JWVHAACFq015687;17/05/2024;13000;6B85B49878800
JWVHAACFq015690;17/05/2024;15000;6B853464665B3
JWVHAACFq015696;17/05/2024;16000;6B877083B8789
JWVHAACFq015702;17/05/2024;30000;6B8A5456B833B
JWVHAACFq015716;17/05/2024;14000;6B800000A6A4
JWVHAACFq015730;17/05/2024;16000;6B8ABA35A6633
JWVHAACFq015736;17/05/2024;22000;6B800000BA88
JWVHAACFq015751;17/05/2024;28000;6B8000003449
JWVHAACFq015752;17/05/2024;13000;6B85393A4B444
JWVHAACFq015802;17/05/2024;13000;6B8A348394979
JWVHAACFq015805;17/05/2024;14000;6B8BA59A44477
JWVHAACFq015809;17/05/2024;14000;6B8000007076
JWVHAACFq015812;17/05/2024;26000;6B80000037A6
JWVHAACFr015820;18/05/2024;13000;6B878A4986009
JWVHAACFr015821;18/05/2024;14000;6B8BB5A6BA606
JWVHAACFr015832;18/05/2024;22000;6B8000004A88
JWVHAACFr015842;18/05/2024;41000;6B800000B548
JWVHAACFr015843;18/05/2024;16000;6B8000000AB0
JWVHAACFr015847;18/05/2024;16000;6B8000000AB0
JWVHAACFr015851;18/05/2024;13000;6B8000008848
JWVHAACFr015852;18/05/2024;15000;6B85845B39608
JWVHAACFr015859;18/05/2024;14000;6B8000003477
JWVHAACFr015867;18/05/2024;11000;6B8000009094
JWVHAACFr015873;18/05/2024;36000;6B878A78676B0
JWVHAACFr015877;18/05/2024;11000;6B800000BA5A
JWVHAACFr015887;18/05/2024;58000;6B857A3B755A7
JWVHAACFr015889;18/05/2024;12000;6B8BB556B078B
JWVHAACFr015891;18/05/2024;11000;6B853479766AA
JWVHAACFr015906;18/05/2024;25000;6B800000A03A
JWVHAACFr015908;18/05/2024;13000;6B800000A7B9
JWVHAACFr015923;18/05/2024;13000;6B8539A873A89
JWVHAACFr015949;18/05/2024;15000;6B87765A40006
JWVHAACFs015955;19/05/2024;12000;6B877367B37B0
JWVHAACFs015956;19/05/2024;11000;6B8000009094
JWVHAACFs015957;19/05/2024;13000;6B8000008375
JWVHAACFs015959;19/05/2024;19000;6B8000004350
JWVHAACFs015966;19/05/2024;41000;6B800000BA9B
JWVHAACFs015972;19/05/2024;10000;6B8BBA6045070
JWVHAACFs015981;19/05/2024;26000;6B8000004647
JWVHAACFs016043;19/05/2024;11000;6B853479766AA
JWVHAACFs016062;19/05/2024;16000;6B878A60B40B0
JWVHAACFt016135;20/05/2024;11000;6B8000000377
JWVHAACFt016141;20/05/2024;29000;6B8AB54979090
JWVHAACFt016142;20/05/2024;16000;6B80000098A0
JWVHAACFt016150;20/05/2024;12000;6B83A59683383
JWVHAACFt016166;20/05/2024;42000;6B8A937A39560
JWVHAACFt016170;20/05/2024;21000;6B85754967548
JWVHAACFt016179;20/05/2024;21000;6B80000046B5
JWVHAACFt016183;20/05/2024;11000;6B878A70AB8BB
JWVHAACFt016184;20/05/2024;16000;6B800000A473
JWVHAACFt016187;20/05/2024;13000;6B8000004AB6
JWVHAACFt016211;20/05/2024;16000;6B80000055A3
JWVHAACFt016214;20/05/2024;21000;6B8A35AAB4760
JWVHAACFt016242;20/05/2024;34000;6B8BA5B05B4B5
JWVHAACFt016258;20/05/2024;21000;6B8A9AA840A35
JWVHAACFt016262;20/05/2024;24000;6B85937095060
JWVHAACFt016264;20/05/2024;21000;6B800000A678
JWVHAACFt016265;20/05/2024;14000;6B85937095060
JWVHAACFt016272;20/05/2024;24000;6B8000007370
JWVHAACFu016278;21/05/2024;15000;6B800000AAA3
JWVHAACFu016290;21/05/2024;28000;6B8AB54340875
JWVHAACFu016298;21/05/2024;21000;6B8784634BA70
JWVHAACFu016303;21/05/2024;21000;6B8000000A45
JWVHAACFu016314;21/05/2024;11000;6B8A3464B6339
JWVHAACFu016317;21/05/2024;11000;6B8000006B68
JWVHAACFu016326;21/05/2024;42000;6B800008A99
JWVHAACFu016328;21/05/2024;23000;6B8BB55473009
JWVHAACFu016332;21/05/2024;11000;6B8000009AB3
JWVHAACFu016334;21/05/2024;36000;6B877463AB756
JWVHAACFu016337;21/05/2024;11000;6B8000000B33
JWVHAACFu016383;21/05/2024;29000;6B8000007076
JWVHAACFu016386;21/05/2024;15000;6B858BA350697
JWVHAACFu016391;21/05/2024;13000;6B878A60B40B0
JWVHAACFu016399;21/05/2024;36000;6B83AB5846585
JWVHAACFv016408;22/05/2024;33000;6B8597B5A9767
JWVHAACFv016411;22/05/2024;36000;6B8000007BA0
JWVHAACFv016419;22/05/2024;16000;6B8BA5340B04B
JWVHAACFv016434;22/05/2024;21000;6B8A348705B00
JWVHAACFv016436;22/05/2024;42000;6B8ABAB9B043B
JWVHAACFv016443;22/05/2024;16000;6B8A549503035
JWVHAACFv016444;22/05/2024;13000;6B853489690B3
JWVHAACFv016446;22/05/2024;51000;6B8000005896
JWVHAACFv016450;22/05/2024;15000;6B853464665B3
JWVHAACFv016451;22/05/2024;13000;6B8AB56033736
JWVHAACFv016453;22/05/2024;10000;6B8BBA6045070
JWVHAACFv016456;22/05/2024;11000;6B878A4986009
JWVHAACFv016487;22/05/2024;15000;6B8969B8B50B5
JWVHAACFv016494;22/05/2024;14000;6B8000000B6A
JWVHAACFv016498;22/05/2024;13000;6B878A4986009
JWVHAACFv016512;22/05/2024;12000;6B8000003535
JWVHAACFv016518;22/05/2024;23000;6B87837708074
JWVHAACFw016531;23/05/2024;29000;6B8AB54340875
JWVHAACFw016532;23/05/2024;14000;6B85763A3300A
JWVHAACFw016540;23/05/2024;27000;6B8BB5A648A87
JWVHAACFw016552;23/05/2024;15000;6B8575BB8BA74
JWVHAACFw016553;23/05/2024;16000;6B800000AB86
JWVHAACFw016577;23/05/2024;60000;6B8000003663
JWVHAACFw016596;23/05/2024;21000;6B08A35AAAA4AA
JWVHAACFw016599;23/05/2024;15000;6B8BBA6045070
JWVHAACFx016665;24/05/2024;16000;6B800000AB86
JWVHAACFx016669;24/05/2024;32000;6B87800070887
JWVHAACFx016670;24/05/2024;11000;6B800000A676
JWVHAACFx016676;24/05/2024;21000;6B8ABAB9B043B
JWVHAACFx016706;24/05/2024;58000;6B8A35AB8B7B7
JWVHAACFx016708;24/05/2024;75000;6B89570AA43863
JWVHAACFx016710;24/05/2024;11000;6B8000004A88
JWVHAACFx016730;24/05/2024;40000;6B895B4806A03
JWVHAACFx016731;24/05/2024;13000;6B8BBA6045070
JWVHAACFx016756;24/05/2024;15000;6B8ABA35A6633
JWVHAACFy016759;25/05/2024;13000;6B8000006573
JWVHAACFy016762;25/05/2024;33000;6B8B3530A963B
JWVHAACFy016775;25/05/2024;19000;6B8BA53BB35AA
JWVHAACFy016795;25/05/2024;26000;6B8000007B68
JWVHAACFy016799;25/05/2024;15000;6B8386B49B934
JWVHAACFy016829;25/05/2024;28000;6B800000380B
JWVHAACFy016846;25/05/2024;15000;6B8A346773995
JWVHAACFy016855;25/05/2024;11000;6B8000009053
JWVHAACFy016856;25/05/2024;43000;6B8AB5AB8AB33
JWVHAACFy016859;25/05/2024;24000;6B8000004339
JWVHAACFy016896;25/05/2024;13000;6B8AB40B73959
JWVHAACFz016915;26/05/2024;37000;6B80000033AA
JWVHAACFz016929;26/05/2024;14000;6B80000068A5
JWVHAACFz016937;26/05/2024;26000;6B8B354533355
JWVHAACFz016940;26/05/2024;52000;6B800000A003
JWVHAACFz016951;26/05/2024;16000;6B8777907043A
JWVHAACFz016971;26/05/2024;27000;6B800000889A
JWVHAACFz016988;26/05/2024;14000;6B8A5456B833B
JWVHAACFz017000;26/05/2024;22000;6B8000004A88
JWVHAACFz017030;26/05/2024;11000;6B80000047B8
JWVHAACFz017032;26/05/2024;32000;6B89685060607
JWVHAACFz017045;26/05/2024;15000;6B8000003030
JWVHAACFz017047;26/05/2024;13000;6B8000003738
JWVHAACFz017054;26/05/2024;27000;6B897AABBB35
JWVHAACF0017081;27/05/2024;23000;6B800000B99A
JWVHAACF0017087;27/05/2024;16000;6B800000AB86
JWVHAACF0017090;27/05/2024;28000;6B8000000AB0
JWVHAACF0017105;27/05/2024;17000;6B8000007A8A
JWVHAACF0017128;27/05/2024;15000;6B8000003405
JWVHAACF0017133;27/05/2024;10000;6B8BBA6045070
JWVHAACF0017134;27/05/2024;15000;6B8000003430
JWVHAACF0017141;27/05/2024;14000;6B85B45006969
JWVHAACF0017143;27/05/2024;12000;6B85705898764
JWVHAACF1017155;28/05/2024;45000;6B8000006876
JWVHAACF1017158;28/05/2024;14000;6B8BB6B7BA6B3
JWVHAACF1017166;28/05/2024;11000;6B800000A898
JWVHAACF1017169;28/05/2024;15000;6B8000000050
JWVHAACF1017173;28/05/2024;14000;6B857507876A5
JWVHAACF1017176;28/05/2024;11000;6B8000009445
JWVHAACF1017204;28/05/2024;33000;6B8BA5B467053
JWVHAACF1017211;28/05/2024;12000;6B8BBB565B6B6
JWVHAACF1017221;28/05/2024;23000;6B895803A87586
JWVHAACF1017226;28/05/2024;12000;6B8A5454B4B54
JWVHAACF1017240;28/05/2024;66000;6B8000009BB9
JWVHAACF1017241;28/05/2024;45000;6B8000009BB9
JWVHAACF1017279;28/05/2024;31000;6B800000A7A7
JWVHAACF1017280;28/05/2024;14000;6B85559B96B8B
JWVHAACF1017284;28/05/2024;14000;6B8BA59A44477
JWVHAACF2017288;29/05/2024;16000;6B8AB57048006
JWVHAACF2017289;29/05/2024;31000;6B8AB5045B4A5
JWVHAACF2017295;29/05/2024;13000;6B8B3533A0554
JWVHAACF2017296;29/05/2024;22000;6B800000A58A
JWVHAACF2017302;29/05/2024;14000;6B878A4986009
JWVHAACF2017312;29/05/2024;13000;6B8BA4990BA90
JWVHAACF2017314;29/05/2024;31000;6B8000005B06
JWVHAACF2017320;29/05/2024;10000;6B8BBA6045070
JWVHAACF2017323;29/05/2024;46000;6B8A35AB8B7B7
JWVHAACF2017335;29/05/2024;17000;6B800000366B
JWVHAACF2017347;29/05/2024;26000;6B8000005599
JWVHAACF2017368;29/05/2024;27000;6B8985A5B566
JWVHAACF2017372;29/05/2024;11000;6B800000BA5A
JWVHAACF3017375;30/05/2024;47000;6B8B35B76B535
JWVHAACF3017384;30/05/2024;13000;6B8000003B33
JWVHAACF3017390;30/05/2024;31000;6B8AB54340875
JWVHAACF3017411;30/05/2024;25000;6B800000A34A
JWVHAACF3017417;30/05/2024;26000;6B85754769B68
JWVHAACF3017419;30/05/2024;13000;6B895803A87586
JWVHAACF3017424;30/05/2024;13000;6B800000543A
JWVHAACF3017426;30/05/2024;33000;6B800000B35B
JWVHAACF3017432;30/05/2024;15000;6B85754B78355
JWVHAACF3017451;30/05/2024;15000;6B878A597934B
JWVHAACF3017493;30/05/2024;26000;6B8ABA35A6633
JWVHAACF3017499;30/05/2024;13000;6B878A60B40B0
JWVHAACF4017532;31/05/2024;13000;6B8BA578BB0A6
JWVHAACF4017535;31/05/2024;13000;6B8000007064
JWVHAACF4017537;31/05/2024;30000;6B85B48A39994
JWVHAACF4017541;31/05/2024;13000;6B8ABA35A6633
JWVHAACF4017542;31/05/2024;25000;6B8874496595A
JWVHAACF4017550;31/05/2024;11000;6B88B4B9AB645
JWVHAACF4017551;31/05/2024;16000;6B8ABA6490078
JWVHAACF4017555;31/05/2024;23000;6B8875493433
JWVHAACF4017578;31/05/2024;16000;6B8000009690
JWVHAACF4017579;31/05/2024;13000;6B878A60B40B0
JWVHAACF4017581;31/05/2024;31000;6B85348488809
JWVHAACF4017583;31/05/2024;22000;6B800000A58A
JWVHAACF4017589;31/05/2024;39000;6B80000033AA
JWVHAACF4017596;31/05/2024;27000;6B85959994003
JWVHAACF4017600;31/05/2024;12000;6B80000096B3
JWVHAACF4017607;31/05/2024;67000;6B85B48836988
JWVHAACF4017625;31/05/2024;11000;6B80000047B8
VPVVAACFa007981;01/05/2024;16000;6B8000004409
VPVVAACFa007983;01/05/2024;13000;6B800000AB96
VPVVAACFa008026;01/05/2024;13000;6B85750366A86
VPVVAACFa008037;01/05/2024;27000;6B8000000B59
VPVVAACFa008049;01/05/2024;11000;6B85787A96447
VPVVAACFa008071;01/05/2024;26000;6B8A64546A494
VPVVAACFb008118;02/05/2024;26000;6B8BA536BA0AA
VPVVAACFb008173;02/05/2024;15000;6B83A4A646636
VPVVAACFc008239;03/05/2024;15000;6B85B5A33B566
VPVVAACFc008241;03/05/2024;15000;6B85B5A33B566
VPVVAACFc008243;03/05/2024;14000;6B8BB5530B89A
VPVVAACFc008261;03/05/2024;11000;6B8000005947
VPVVAACFd008324;04/05/2024;32000;6B85339A9A686
VPVVAACFe008397;05/05/2024;13000;6B800000AB96
VPVVAACFe008433;05/05/2024;26000;6B8000009B67
VPVVAACFe008435;05/05/2024;15000;6B8000008AB6
VPVVAACFe008469;05/05/2024;13000;6B8B35099B84A
VPVVAACFf008515;06/05/2024;28000;6B89503836644
VPVVAACFg008583;07/05/2024;22000;6B8AB5A999989
VPVVAACFg008597;07/05/2024;13000;6B8A943387A33
VPVVAACFg008660;07/05/2024;13000;6B800000AB96
VPVVAACFh008679;08/05/2024;15000;6B8000000359
VPVVAACFh008697;08/05/2024;13000;6B8000006AA0
VPVVAACFh008720;08/05/2024;26000;6B80000008B7
VPVVAACFh008723;08/05/2024;13000;6B8000006453
VPVVAACFh008725;08/05/2024;13000;6B85750366A86
VPVVAACFh008729;08/05/2024;16000;6B85A569A737B
VPVVAACFh008737;08/05/2024;12000;6B85B49B33003
VPVVAACFh008751;08/05/2024;14000;6B856547959A3
VPVVAACFi008828;09/05/2024;25000;6B8BA490647B7
VPVVAACFi008877;09/05/2024;12000;6B800000AB96
VPVVAACFi008885;09/05/2024;30000;6B88B0A900AB67
VPVVAACFj008935;10/05/2024;50000;6B8A935336656
VPVVAACFj008992;10/05/2024;13000;6B800000AB96
VPVVAACFk009022;11/05/2024;13000;6B8A943387A33
VPVVAACFl009108;12/05/2024;45000;6B800000886B
VPVVAACFl009115;12/05/2024;36000;6B87850747A88
VPVVAACFl009140;12/05/2024;16000;6B85345848989
VPVVAACFl009143;12/05/2024;13000;6B8B35099B84A
VPVVAACFm009187;13/05/2024;25000;6B89648330093
VPVVAACFm009219;13/05/2024;14000;6B8BA5A9065A0
VPVVAACFn009292;14/05/2024;14000;6B800000AB96
VPVVAACFn009297;14/05/2024;22000;6B8AB5A999989
VPVVAACFn009314;14/05/2024;11000;6B8B35099B84A
VPVVAACFo009402;15/05/2024;25000;6B8A3507A78B6
VPVVAACFo009403;15/05/2024;28000;6B8533BA86679
VPVVAACFp009457;16/05/2024;28000;6B89648330093
VPVVAACFp009467;16/05/2024;16000;6B8000004409
VPVVAACFp009495;16/05/2024;25000;6B8000005B08
VPVVAACFq009571;17/05/2024;57000;6B8A34969696B
VPVVAACFq009590;17/05/2024;13000;6B800000AB96
VPVVAACFr009639;18/05/2024;14000;6B8BB5530B89A
VPVVAACFr009652;18/05/2024;26000;6B89503836644
VPVVAACFr009667;18/05/2024;11000;6B8000003394
VPVVAACFr009678;18/05/2024;15000;6B83A50464070
VPVVAACFs009711;19/05/2024;12000;6B800000A9BB
VPVVAACFs009722;19/05/2024;14000;6B800000AB96
VPVVAACFs009727;19/05/2024;22000;6B85B47045554
VPVVAACFs009743;19/05/2024;25000;6B8BA55536668
VPVVAACFs009754;19/05/2024;14000;6B8AB5A999989
VPVVAACFt009805;20/05/2024;26000;6B85950000595
VPVVAACFt009819;20/05/2024;16000;6B80000064AB
VPVVAACFt009846;20/05/2024;28000;6B85A7A5A89B4
VPVVAACFt009869;20/05/2024;13000;6B800000AB96
VPVVAACFt009878;20/05/2024;14000;6B856547959A3
VPVVAACFu009893;21/05/2024;59000;6B83A50464070
VPVVAACFu009913;21/05/2024;13000;6B800000AB96
VPVVAACFu009945;21/05/2024;23000;6B88B0A9896840
VPVVAACFu009962;21/05/2024;16000;6B85339A9A686
VPVVAACFv010002;22/05/2024;16000;6B80000053BB
VPVVAACFv010017;22/05/2024;22000;6B8AA5AA808B
VPVVAACFv010019;22/05/2024;25000;6B8000005947
VPVVAACFv010042;22/05/2024;63000;6B8BA59A88687
VPVVAACFw010082;23/05/2024;27000;6B859A06596A6A
VPVVAACFx010189;24/05/2024;13000;6B85B4807ABA7
VPVVAACFx010195;24/05/2024;13000;6B80000076A9
VPVVAACFy010226;25/05/2024;26000;6B08B354868549
VPVVAACFy010249;25/05/2024;13000;6B83847304387
VPVVAACFy010260;25/05/2024;15000;6B8595AA30A47
VPVVAACFy010276;25/05/2024;16000;6B895B8084404
VPVVAACFy010324;25/05/2024;55000;6B8AA5AA808B
VPVVAACF0010447;27/05/2024;11000;6B8967343544B
VPVVAACF0010459;27/05/2024;14000;6B89648330093
VPVVAACF0010484;27/05/2024;35000;6B800000B507
VPVVAACF1010542;28/05/2024;12000;6B08875B8AA03
VPVVAACF1010577;28/05/2024;12000;6B858A43756AB
VPVVAACF1010606;28/05/2024;27000;6B8A34969696B
VPVVAACF2010630;29/05/2024;26000;6B8BA553A8994
VPVVAACF3010725;30/05/2024;11000;6B8BB50A573A5
VPVVAACF4010811;31/05/2024;13000;6B8000004770
VPVVAACF4010816;31/05/2024;14000;6B8BB5530B89A
QSYWAACFa005456;01/05/2024;26000;6B800000078B
QSYWAACFa005457;01/05/2024;33000;6B80000066A7
QSYWAACFa005471;01/05/2024;23000;6B8000008837
QSYWAACFa005476;01/05/2024;11000;6B8BA5B05B4B5
QSYWAACFa005484;01/05/2024;44000;6B800000A507
QSYWAACFb005506;02/05/2024;13000;6B895340566849
QSYWAACFb005511;02/05/2024;29000;6B8BA545B5A95
QSYWAACFc005567;03/05/2024;16000;6B85754B78355
QSYWAACFc005580;03/05/2024;15000;6B800000905A
QSYWAACFc005591;03/05/2024;28000;6B85B480B470A
QSYWAACFc005613;03/05/2024;34000;6B80000064AA
QSYWAACFc005617;03/05/2024;11000;6B858495BB3A4
QSYWAACFd005626;04/05/2024;13000;6B85389653050
QSYWAACFd005632;04/05/2024;14000;6B8BA48A3BB8B
QSYWAACFd005643;04/05/2024;13000;6B8000006565
